"","Category_code","COG","Annotation","Category"
"3884","S","COG4446","Uncharacterized conserved protein, DUF1499 family","Function unknown"
"3885","S","COG4004","Uncharacterized protein","Function unknown"
"3886","S","COG3602","Uncharacterized protein","Function unknown"
"3887","S","COG4885","Uncharacterized protein","Function unknown"
"3888","S","COG3105","Uncharacterized membrane-anchored protein YhcB, DUF1043 family","Function unknown"
"3889","S","COG5425","Usg protein (tryptophan operon, function unknown)","Function unknown"
"3890","S","COG3108","Uncharacterized conserved protein YcbK, DUF882 family","Function unknown"
"3891","S","COG4293","Uncharacterized protein","Function unknown"
"3892","S","COG2983","Uncharacterized cysteine cluster protein YcgN, CxxCxxCC family","Function unknown"
"3893","S","COG5429","Uncharacterized protein","Function unknown"
"3894","S","COG5552","Uncharacterized protein","Function unknown"
"3895","S","COG3739","Uncharacterized membrane protein YoaT, DUF817 family","Function unknown"
"3896","S","COG4896","Uncharacterized protein YlaI","Function unknown"
"3897","S","COG3530","Uncharacterized conserved protein, DUF3820 family","Function unknown"
"3898","S","COG3366","Uncharacterized protein","Function unknown"
"3899","S","COG5436","Uncharacterized membrane protein","Function unknown"
"3900","S","COG2098","Uncharacterized protein","Function unknown"
"3901","S","COG5639","Uncharacterized protein","Function unknown"
"3902","S","COG5642","Uncharacterized conserved protein, DUF2384 family","Function unknown"
"3903","S","COG3371","Uncharacterized membrane protein","Function unknown"
"3904","S","COG2995","Uncharacterized paraquat-inducible protein A","Function unknown"
"3905","S","COG4472","Uncharacterized protein, UPF0297 family","Function unknown"
"3906","S","COG3790","Predicted membrane protein, encoded in cydAB operon","Function unknown"
"3907","S","COG4353","Uncharacterized protein","Function unknown"
"3908","S","COG1289","Uncharacterized membrane protein YccC","Function unknown"
"3909","S","COG3879","Uncharacterized conserved protein YlxW, UPF0749 family","Function unknown"
"3910","S","COG3753","Uncharacterized conserved protein YidB, DUF937 family","Function unknown"
"3911","S","COG5448","Uncharacterized protein","Function unknown"
"3912","S","COG4035","Uncharacterized membrane protein","Function unknown"
"3913","S","COG5489","Uncharacterized conserved protein, DUF736 family","Function unknown"
"3914","S","COG2962","Uncharacterized membrane protein RarD, contains two EamA domains","Function unknown"
"3915","S","COG4703","Uncharacterized protein YkuJ","Function unknown"
"3916","S","COG5451","Predicted secreted protein","Function unknown"
"3917","S","COG2307","Uncharacterized conserved protein, Alpha-E superfamily","Function unknown"
"3918","S","COG3760","Uncharacterized protein","Function unknown"
"3919","S","COG3759","Uncharacterized membrane protein","Function unknown"
"3920","S","COG5578","Uncharacterized membrane protein YesL","Function unknown"
"3921","S","COG3014","Uncharacterized protein","Function unknown"
"3922","S","COG4506","Uncharacterized beta-barrel protein YwiB, DUF1934 family","Function unknown"
"3923","S","COG4715","Uncharacterized conserved protein, contains Zn finger domain","Function unknown"
"3924","S","COG4842","Uncharacterized conserved protein YukE","Function unknown"
"3925","S","COG5502","Uncharacterized conserved protein, DUF2267 family","Function unknown"
"3926","S","COG4246","Uncharacterized protein","Function unknown"
"3927","S","COG2802","Uncharacterized protein, similar to the N-terminal domain of Lon protease","Function unknown"
"3928","S","COG3394","Predicted glycoside hydrolase or deacetylase ChbG, UPF0249 family","Function unknown"
"3929","S","COG4198","Uncharacterized conserved protein, DUF1015 family","Function unknown"
"3930","S","COG5467","Uncharacterized protein","Function unknown"
"3931","S","COG2323","Uncharacterized membrane protein YcaP, DUF421 family","Function unknown"
"3932","S","COG4682","Uncharacterized membrane protein YiaA","Function unknown"
"3933","S","COG1561","Uncharacterized conserved protein YicC, UPF0701 family","Function unknown"
"3934","S","COG4685","Uncharacterized conserved protein YfaA, DUF2138 family","Function unknown"
"3935","S","COG5328","Uncharacterized protein, UPF0262 family","Function unknown"
"3936","S","COG2899","Uncharacterized protein","Function unknown"
"3937","S","COG5515","Uncharacterized protein","Function unknown"
"3938","S","COG3489","Predicted periplasmic lipoprotein","Function unknown"
"3939","S","COG4818","Uncharacterized membrane protein","Function unknown"
"3940","S","COG3868","Uncharacterized protein","Function unknown"
"3941","S","COG4899","Uncharacterized protein","Function unknown"
"3942","S","COG4539","Uncharacterized membrane protein YGL010W","Function unknown"
"3943","S","COG1738","Uncharacterized PurR-regulated membrane protein YhhQ, DUF165 family","Function unknown"
"3944","S","COG5400","Uncharacterized protein","Function unknown"
"3945","S","COG4223","Uncharacterized conserved protein","Function unknown"
"3946","S","COG4408","Uncharacterized protein","Function unknown"
"3947","S","COG3085","Uncharacterized conserved protein YifE, UPF0438 family","Function unknown"
"3948","S","COG5346","Uncharacterized membrane protein","Function unknown"
"3949","S","COG1822","Uncharacterized membrane protein","Function unknown"
"3950","S","COG4029","Uncharacterized protein","Function unknown"
"3951","S","COG5488","Uncharacterized membrane protein","Function unknown"
"3952","S","COG2733","Uncharacterized membrane-anchored protein YjiN, DUF445 family","Function unknown"
"3953","S","COG5530","Uncharacterized membrane protein","Function unknown"
"3954","S","COG1415","Uncharacterized protein","Function unknown"
"3955","S","COG4744","Uncharacterized protein","Function unknown"
"3956","S","COG5654","Uncharacterized conserved protein, contains RES domain","Function unknown"
"3957","S","COG4749","Uncharacterized protein","Function unknown"
"3958","S","COG4709","Uncharacterized membrane protein","Function unknown"
"3959","S","COG5087","Uncharacterized conserved protein ","Function unknown"
"3960","S","COG1836","Uncharacterized membrane protein","Function unknown"
"3961","S","COG4241","Uncharacterized conserved protein YybS, DUF2232 family","Function unknown"
"3962","S","COG3305","Uncharacterized membrane protein, DUF2068 family","Function unknown"
"3963","S","COG1755","Uncharacterized protein YpbQ, isoprenylcysteine carboxyl methyltransferase (ICMT) family","Function unknown"
"3964","S","COG4001","Uncharacterized protein","Function unknown"
"3965","S","COG2928","Uncharacterized membrane protein","Function unknown"
"3966","S","COG2929","Uncharacterized conserved protein, DUF497 family","Function unknown"
"3967","S","COG4090","Uncharacterized protein","Function unknown"
"3968","S","COG4848","Uncharacterized protein YtpQ, UPF0354 family","Function unknown"
"3969","S","COG4762","Uncharacterized protein, UPF0548 family","Function unknown"
"3970","S","COG4292","Low temperature requirement protein LtrA (function unknown)","Function unknown"
"3971","S","COG5223","Uncharacterized conserved protein ","Function unknown"
"3972","S","COG4012","Uncharacterized protein, DUF1786 family","Function unknown"
"3973","S","COG5385","Uncharacterized protein","Function unknown"
"3974","S","COG3820","Uncharacterized protein","Function unknown"
"3975","S","COG4727","Uncharacterized protein","Function unknown"
"3976","S","COG4393","Uncharacterized membrane protein","Function unknown"
"3977","S","COG3738","Uncharacterized protein YijF, DUF1287 family","Function unknown"
"3978","S","COG5330","Uncharacterized conserved protein, DUF2336 family","Function unknown"
"3979","S","COG3490","Uncharacterized protein","Function unknown"
"3980","S","COG4898","Uncharacterized protein","Function unknown"
"3981","S","COG4018","Uncharacterized protein","Function unknown"
"3982","S","COG4858","Uncharacterized membrane-anchored protein","Function unknown"
"3983","S","COG4402","Uncharacterized protein","Function unknown"
"3984","S","COG2454","Uncharacterized protein","Function unknown"
"3985","S","COG4111","Uncharacterized conserved protein","Function unknown"
"3986","S","COG4652","Uncharacterized protein","Function unknown"
"3987","S","COG3872","Uncharacterized conserved protein YqhQ","Function unknown"
"3988","S","COG3084","Uncharacterized protein YihD, DUF1040 family","Function unknown"
"3989","S","COG5523","Uncharacterized membrane protein","Function unknown"
"3990","S","COG5483","Uncharacterized conserved protein, DUF488 family","Function unknown"
"3991","S","COG4267","Uncharacterized membrane protein","Function unknown"
"3992","S","COG2960","Uncharacterized conserved protein YqiC, BMFP domain","Function unknown"
"3993","S","COG5570","Uncharacterized protein","Function unknown"
"3994","S","COG1704","Uncharacterized conserved protein","Function unknown"
"3995","S","COG5294","Uncharacterized protein YxeA","Function unknown"
"3996","S","COG4916","Uncharacterized protein","Function unknown"
"3997","S","COG5572","Uncharacterized membrane protein","Function unknown"
"3998","S","COG4876","Uncharacterized protein YdaT","Function unknown"
"3999","S","COG4625","Uncharacterized conserved protein, contains a C-terminal beta-barrel porin domain","Function unknown"
"4000","S","COG3471","Predicted secreted (periplasmic) protein","Function unknown"
"4001","S","COG3597","Uncharacterized conserved protein, DUF697 family","Function unknown"
"4002","S","COG4283","Uncharacterized protein","Function unknown"
"4003","S","COG5457","Uncharacterized conserved protein YjiS, DUF1127 family","Function unknown"
"4004","S","COG3012","Uncharacterized conserved protein YchJ, contains N- and C-terminal SEC-C domains","Function unknown"
"4005","S","COG4881","Predicted membrane protein","Function unknown"
"4006","S","COG4243","Uncharacterized membrane protein","Function unknown"
"4007","S","COG5500","Uncharacterized membrane protein","Function unknown"
"4008","S","COG3686","Uncharacterized conserved protein, MAPEG superfamily","Function unknown"
"4009","S","COG5317","Uncharacterized protein","Function unknown"
"4010","S","COG5587","Uncharacterized conserved protein, DUF2461 family","Function unknown"
"4011","S","COG4891","Uncharacterized protein","Function unknown"
"4012","S","COG4333","Uncharacterized protein","Function unknown"
"4013","S","COG4014","Uncharacterized protein","Function unknown"
"4014","S","COG4640","Uncharacterized membrane protein YvbJ","Function unknown"
"4015","S","COG3234","Uncharacterized conserved protein YfaT, DUF1175 family","Function unknown"
"4016","S","COG4460","Uncharacterized protein","Function unknown"
"4017","S","COG3152","Uncharacterized membrane protein YhaH, DUF805 family","Function unknown"
"4018","S","COG5634","Uncharacterized protein YukJ","Function unknown"
"4019","S","COG4019","Uncharacterized protein","Function unknown"
"4020","S","COG2898","Lysylphosphatidylglycerol synthetase, C-terminal domain, DUF2156 family","Function unknown"
"4021","S","COG5651","PPE-repeat protein","Function unknown"
"4022","S","COG3714","Uncharacterized membrane protein YhhN","Function unknown"
"4023","S","COG5609","Uncharacterized protein YbcI","Function unknown"
"4024","S","COG2383","Uncharacterized membrane protein, Fun14 family","Function unknown"
"4025","S","COG3874","Uncharacterized spore protein YtfJ","Function unknown"
"4026","S","COG5522","Uncharacterized membrane protein YwaF","Function unknown"
"4027","S","COG1698","Uncharacterized protein, UPF0147 family","Function unknown"
"4028","S","COG4224","Uncharacterized protein YnzC, UPF0291/DUF896 family","Function unknown"
"4029","S","COG4475","Uncharacterized protein YwlG, UPF0340 family","Function unknown"
"4030","S","COG5645","Uncharacterized conserved protein YceK","Function unknown"
"4031","S","COG5482","Uncharacterized protein","Function unknown"
"4032","S","COG4478","Uncharacterized membrane protein","Function unknown"
"4033","S","COG4990","Uncharacterized protein YvpB","Function unknown"
"4034","S","COG5633","Uncharacterized conserved protein YcfL","Function unknown"
"4035","S","COG5501","Predicted secreted protein","Function unknown"
"4036","S","COG5375","Uncharacterized protein","Function unknown"
"4037","S","COG4316","Uncharacterized protein","Function unknown"
